order_id,item_id,order_date,required_date,shipped_date,shipment_delay_days,product_id,product_name,category_name,brand_name,model_year,store_id,store_name,store_city,store_region,staff_id,staff_full_name,customer_id,customer_full_name,customer_city,customer_region,quantity,list_price,discount,total_revenue,discount_amount,net_sales
59,3,2016-02-05,2016-02-07,2016-02-06,-1,10,"Surly Straggler - 2016","Cyclocross Bicycles",Surly,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",563,"Rodney Odom","Richmond Hill",NY,1,1549.00,0.07,1549.00,108.4300,1440.5700
61,2,2016-02-06,2016-02-09,2016-02-09,0,22,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",277,"Mark Garrett",Monroe,NY,1,269.99,0.05,269.99,13.4995,256.4905
63,2,2016-02-07,2016-02-09,2016-02-09,0,23,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",1075,"Dann Huff","Huntington Station",NY,2,299.99,0.10,599.98,59.9980,539.9820
64,3,2016-02-07,2016-02-08,2016-02-09,1,13,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",1185,"Corine Stuart","Clifton Park",NY,1,269.99,0.20,269.99,53.9980,215.9920
65,1,2016-02-08,2016-02-09,2016-02-11,2,3,"Surly Wednesday Frameset - 2016","Mountain Bikes",Surly,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",996,"Serafina Clemons",Shirley,NY,2,999.99,0.10,1999.98,199.9980,1799.9820
66,2,2016-02-09,2016-02-12,2016-02-12,0,18,"Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Pure Cycles",2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",1253,"Susannah Fields","Far Rockaway",NY,2,449.00,0.07,898.00,62.8600,835.1400
68,2,2016-02-10,2016-02-11,2016-02-13,2,10,"Surly Straggler - 2016","Cyclocross Bicycles",Surly,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",381,"Kristen Alvarez",Bronx,NY,2,1549.00,0.20,3098.00,619.6000,2478.4000
69,3,2016-02-10,2016-02-12,2016-02-11,-1,22,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",1413,"Ophelia Decker","New Windsor",NY,1,269.99,0.20,269.99,53.9980,215.9920
71,5,2016-02-11,2016-02-14,2016-02-12,-2,21,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",797,"Cathey Lamb",Bayside,NY,1,269.99,0.10,269.99,26.9990,242.9910
73,2,2016-02-12,2016-02-15,2016-02-14,-1,2,"Ritchey Timberwolf Frameset - 2016","Mountain Bikes",Ritchey,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",612,"Gabriel Wagner","Ballston Spa",NY,1,749.99,0.20,749.99,149.9980,599.9920
74,3,2016-02-13,2016-02-15,2016-02-15,0,12,"Electra Townie Original 21D - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",264,"Mariela Huffman","Garden City",NY,1,549.99,0.20,549.99,109.9980,439.9920
75,4,2016-02-14,2016-02-15,2016-02-17,2,21,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",587,"Euna Lopez",Carmel,NY,2,269.99,0.07,539.98,37.7986,502.1814
76,1,2016-02-16,2016-02-16,NULL,NULL,5,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",9,"Genoveva Baldwin","Port Washington",NY,1,1320.99,0.20,1320.99,264.1980,1056.7920
78,3,2016-02-16,2016-02-18,2016-02-19,1,26,"Electra Townie Original 7D EQ - 2016","Comfort Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",1182,"Trinidad Chapman",Ronkonkoma,NY,2,599.99,0.07,1199.98,83.9986,1115.9814
80,1,2016-02-17,2016-02-20,2016-02-19,-1,5,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",397,"Jeannie Wilcox","Franklin Square",NY,1,1320.99,0.05,1320.99,66.0495,1254.9405
81,2,2016-02-17,2016-02-19,2016-02-18,-1,7,"Trek Slash 8 27.5 - 2016","Mountain Bikes",Trek,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",521,"Max Charles","Glen Cove",NY,2,3999.99,0.20,7999.98,1599.9960,6399.9840
82,3,2016-02-18,2016-02-21,2016-02-20,-1,14,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",1223,"Bronwyn Vargas","New Windsor",NY,2,269.99,0.10,539.98,53.9980,485.9820
84,1,2016-02-20,2016-02-22,2016-02-21,-1,24,"Electra Townie Original 21D - 2016","Comfort Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",317,"Christia Wilkins",Woodside,NY,2,549.99,0.05,1099.98,54.9990,1044.9810
85,2,2016-02-20,2016-02-23,2016-02-21,-2,6,"Surly Ice Cream Truck Frameset - 2016","Mountain Bikes",Surly,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",1174,"Aaron Knapp",Yonkers,NY,1,469.99,0.20,469.99,93.9980,375.9920
86,3,2016-02-21,2016-02-22,2016-02-23,1,21,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",276,"Lavette Wright",Ronkonkoma,NY,2,269.99,0.10,539.98,53.9980,485.9820
87,4,2016-02-21,2016-02-22,2016-02-23,1,8,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes",Trek,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",516,"Rosa Kinney",Brooklyn,NY,1,1799.99,0.20,1799.99,359.9980,1439.9920
88,5,2016-02-21,2016-02-22,2016-02-23,1,14,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",1069,"Rodolfo Buck",Shirley,NY,2,269.99,0.05,539.98,26.9990,512.9810
90,2,2016-02-23,2016-02-25,2016-02-24,-1,17,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles",2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",414,"Romaine Haley",Ithaca,NY,1,429.00,0.07,429.00,30.0300,398.9700
92,4,2016-02-25,2016-02-28,2016-02-28,0,4,"Trek Fuel EX 8 29 - 2016","Mountain Bikes",Trek,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",1309,"Kimberli Cline",Centereach,NY,1,2899.99,0.10,2899.99,289.9990,2609.9910
95,2,2016-02-27,2016-02-29,2016-02-28,-1,9,"Trek Conduit+ - 2016","Electric Bikes",Trek,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",218,"Casey Gill","Port Washington",NY,2,2999.99,0.20,5999.98,1199.9960,4799.9840
96,1,2016-02-27,2016-02-29,2016-02-28,-1,8,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes",Trek,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",1094,"Keitha Black",Lindenhurst,NY,2,1799.99,0.07,3599.98,251.9986,3347.9814
97,2,2016-02-28,2016-02-29,2016-03-01,1,12,"Electra Townie Original 21D - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",204,"Alpha King","Rockville Centre",NY,2,549.99,0.07,1099.98,76.9986,1022.9814
98,3,2016-02-28,2016-02-29,2016-02-29,0,25,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",1194,"Leticia Snyder",Pittsford,NY,2,499.99,0.10,999.98,99.9980,899.9820
100,2,2016-03-01,2016-03-04,2016-03-03,-1,7,"Trek Slash 8 27.5 - 2016","Mountain Bikes",Trek,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",1237,"Luke Kramer",Bethpage,NY,1,3999.99,0.10,3999.99,399.9990,3599.9910
102,2,2016-03-02,2016-03-05,2016-03-03,-2,10,"Surly Straggler - 2016","Cyclocross Bicycles",Surly,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",336,"Trisha Johnson",Lancaster,NY,2,1549.00,0.10,3098.00,309.8000,2788.2000
104,1,2016-03-03,2016-03-05,2016-03-05,0,18,"Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Pure Cycles",2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",7,"Latasha Hays",Buffalo,NY,1,449.00,0.05,449.00,22.4500,426.5500
105,2,2016-03-03,2016-03-05,2016-03-04,-1,20,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",306,"Vikki Erickson",Kingston,NY,2,599.99,0.05,1199.98,59.9990,1139.9810
108,5,2016-03-06,2016-03-09,2016-03-07,-2,22,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",12,"Robby Sykes",Hempstead,NY,1,269.99,0.07,269.99,18.8993,251.0907
109,1,2016-03-06,2016-03-09,2016-03-09,0,9,"Trek Conduit+ - 2016","Electric Bikes",Trek,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",1255,"Ben Stone",Ithaca,NY,1,2999.99,0.07,2999.99,209.9993,2789.9907
111,3,2016-03-07,2016-03-10,2016-03-10,0,3,"Surly Wednesday Frameset - 2016","Mountain Bikes",Surly,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",630,"Zulema Browning",Amsterdam,NY,2,999.99,0.20,1999.98,399.9960,1599.9840
112,1,2016-03-08,2016-03-11,2016-03-10,-1,16,"Electra Townie Original 7D EQ - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",469,"Micki Rutledge","Richmond Hill",NY,2,599.99,0.05,1199.98,59.9990,1139.9810
113,1,2016-03-08,2016-03-11,2016-03-11,0,7,"Trek Slash 8 27.5 - 2016","Mountain Bikes",Trek,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",1078,"Theresia Barron","Forest Hills",NY,2,3999.99,0.05,7999.98,399.9990,7599.9810
114,2,2016-03-08,2016-03-10,2016-03-11,1,23,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",1431,"Mark Benton","East Elmhurst",NY,1,299.99,0.07,299.99,20.9993,278.9907
115,3,2016-03-09,2016-03-11,2016-03-11,0,25,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",1369,"Starr Schneider",Shirley,NY,1,499.99,0.20,499.99,99.9980,399.9920
116,4,2016-03-10,2016-03-11,2016-03-11,0,10,"Surly Straggler - 2016","Cyclocross Bicycles",Surly,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",471,"Burma Summers",Freeport,NY,2,1549.00,0.10,3098.00,309.8000,2788.2000
117,5,2016-03-10,2016-03-13,2016-03-11,-2,24,"Electra Townie Original 21D - 2016","Comfort Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",740,"Gwenn Melton",Centereach,NY,1,549.99,0.07,549.99,38.4993,511.4907
119,2,2016-03-12,2016-03-14,2016-03-14,0,16,"Electra Townie Original 7D EQ - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",925,"Bryce Monroe",Kingston,NY,2,599.99,0.20,1199.98,239.9960,959.9840
120,3,2016-03-14,2016-03-15,2016-03-17,2,3,"Surly Wednesday Frameset - 2016","Mountain Bikes",Surly,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",327,"Sharie Alvarez","New York",NY,2,999.99,0.05,1999.98,99.9990,1899.9810
121,4,2016-03-14,2016-03-15,2016-03-16,1,15,"Electra Moto 1 - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",755,"Tomika Wilder","New Hyde Park",NY,1,529.99,0.10,529.99,52.9990,476.9910
122,1,2016-03-14,2016-03-16,2016-03-15,-1,17,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles",2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",786,"Wallace Lane","South Richmond Hill",NY,1,429.00,0.20,429.00,85.8000,343.2000
123,2,2016-03-15,2016-03-18,2016-03-17,-1,8,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes",Trek,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",766,"Lecia Hancock",Schenectady,NY,2,1799.99,0.20,3599.98,719.9960,2879.9840
125,2,2016-03-16,2016-03-19,2016-03-17,-2,19,"Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Pure Cycles",2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",685,"Laverne Craft","Forest Hills",NY,2,449.00,0.20,898.00,179.6000,718.4000
126,3,2016-03-16,2016-03-18,2016-03-18,0,26,"Electra Townie Original 7D EQ - 2016","Comfort Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",1365,"Shenna Espinoza",Queensbury,NY,2,599.99,0.20,1199.98,239.9960,959.9840
128,1,2016-03-18,2016-03-20,2016-03-21,1,13,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",86,"Lissa Vargas",Oswego,NY,2,269.99,0.10,539.98,53.9980,485.9820
129,2,2016-03-19,2016-03-21,2016-03-21,0,12,"Electra Townie Original 21D - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",84,"Armand Whitehead",Lindenhurst,NY,2,549.99,0.05,1099.98,54.9990,1044.9810
130,1,2016-03-19,2016-03-22,2016-03-20,-2,7,"Trek Slash 8 27.5 - 2016","Mountain Bikes",Trek,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",1049,"Marcelino Mcbride","Clifton Park",NY,1,3999.99,0.10,3999.99,399.9990,3599.9910
133,2,2016-03-20,2016-03-22,2016-03-21,-1,22,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",409,"Jerome Bolton",Carmel,NY,1,269.99,0.07,269.99,18.8993,251.0907
134,3,2016-03-20,2016-03-21,2016-03-21,0,21,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",679,"Tuan Wolfe","West Babylon",NY,2,269.99,0.05,539.98,26.9990,512.9810
135,1,2016-03-21,2016-03-23,2016-03-23,0,17,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles",2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",1354,"Alexandria Zamora",Schenectady,NY,1,429.00,0.10,429.00,42.9000,386.1000
137,2,2016-03-23,2016-03-26,2016-03-25,-1,15,"Electra Moto 1 - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",370,"Jina Cooper","Howard Beach",NY,1,529.99,0.10,529.99,52.9990,476.9910
138,3,2016-03-23,2016-03-24,2016-03-25,1,25,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",438,"Katharine Herrera",Queensbury,NY,2,499.99,0.07,999.98,69.9986,929.9814
139,4,2016-03-23,2016-03-24,2016-03-26,2,13,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",710,"Ezra Silva","New Windsor",NY,1,269.99,0.20,269.99,53.9980,215.9920
140,1,2016-03-23,2016-03-26,2016-03-26,0,11,"Surly Straggler 650b - 2016","Cyclocross Bicycles",Surly,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",1264,"Devin Velazquez",Brentwood,NY,1,1680.99,0.10,1680.99,168.0990,1512.8910
141,2,2016-03-25,2016-03-27,2016-03-26,-1,4,"Trek Fuel EX 8 29 - 2016","Mountain Bikes",Trek,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",557,"Erlene Cook","Mount Vernon",NY,1,2899.99,0.20,2899.99,579.9980,2319.9920
143,4,2016-03-26,2016-03-28,2016-03-28,0,14,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",693,"Merlin Foreman",Hempstead,NY,2,269.99,0.07,539.98,37.7986,502.1814
144,1,2016-03-26,2016-03-29,2016-03-29,0,13,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",1124,"Hubert Reilly",Amityville,NY,2,269.99,0.07,539.98,37.7986,502.1814
145,1,2016-03-27,2016-03-29,2016-03-30,1,3,"Surly Wednesday Frameset - 2016","Mountain Bikes",Surly,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",366,"Lavonne Anderson","Floral Park",NY,1,999.99,0.05,999.99,49.9995,949.9905
147,3,2016-03-28,2016-03-31,2016-03-31,0,13,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",55,"Diana Guerra",Merrick,NY,2,269.99,0.20,539.98,107.9960,431.9840
148,1,2016-03-28,2016-03-30,2016-03-30,0,13,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",714,"Senaida Thompson",Bronx,NY,1,269.99,0.05,269.99,13.4995,256.4905
149,2,2016-03-28,2016-03-30,2016-03-29,-1,20,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",763,"Han Schneider",Elmhurst,NY,1,599.99,0.05,599.99,29.9995,569.9905
152,1,2016-03-29,2016-03-30,2016-03-30,0,8,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes",Trek,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",76,"Parker Prince","Port Jefferson Station",NY,2,1799.99,0.20,3599.98,719.9960,2879.9840
153,2,2016-03-30,2016-04-02,2016-04-01,-1,23,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",498,"Edda Young","North Tonawanda",NY,2,299.99,0.05,599.98,29.9990,569.9810
155,4,2016-04-02,2016-04-03,2016-04-04,1,25,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",371,"Loni Duncan",Rosedale,NY,2,499.99,0.10,999.98,99.9980,899.9820
160,3,2016-04-04,2016-04-06,2016-04-06,0,15,"Electra Moto 1 - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",205,"Harris Pittman",Jamaica,NY,2,529.99,0.20,1059.98,211.9960,847.9840
161,1,2016-04-04,2016-04-07,2016-04-05,-2,20,"Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",251,"Kasie Rodriquez","Ballston Spa",NY,2,599.99,0.07,1199.98,83.9986,1115.9814
163,2,2016-04-06,2016-04-07,2016-04-07,0,19,"Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Pure Cycles",2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",1325,"Magdalena Sherman",Oswego,NY,2,449.00,0.20,898.00,179.6000,718.4000
164,3,2016-04-07,2016-04-08,2016-04-09,1,13,"Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",610,"Leonore Dorsey","Jackson Heights",NY,1,269.99,0.07,269.99,18.8993,251.0907
166,2,2016-04-08,2016-04-11,2016-04-11,0,18,"Pure Cycles Western 3-Speed - Women's - 2015/2016","Cruisers Bicycles","Pure Cycles",2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",338,"Abbey Pugh","Forest Hills",NY,1,449.00,0.07,449.00,31.4300,417.5700
167,3,2016-04-08,2016-04-09,2016-04-11,2,23,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",1034,"Rico Salas",Centereach,NY,1,299.99,0.10,299.99,29.9990,269.9910
169,2,2016-04-10,2016-04-11,2016-04-11,0,2,"Ritchey Timberwolf Frameset - 2016","Mountain Bikes",Ritchey,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",99,"Carie Kidd",Monroe,NY,1,749.99,0.10,749.99,74.9990,674.9910
170,3,2016-04-10,2016-04-11,2016-04-13,2,17,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles",2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",1200,"Aubrey Durham","Port Washington",NY,2,429.00,0.10,858.00,85.8000,772.2000
172,2,2016-04-11,2016-04-12,2016-04-14,2,4,"Trek Fuel EX 8 29 - 2016","Mountain Bikes",Trek,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",1079,"Cindi Ellis","Floral Park",NY,1,2899.99,0.10,2899.99,289.9990,2609.9910
174,4,2016-04-12,2016-04-13,2016-04-15,2,22,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",1361,"Destiny Goodman",Westbury,NY,1,269.99,0.20,269.99,53.9980,215.9920
175,1,2016-04-13,2016-04-14,2016-04-14,0,25,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",951,"Steve Bender",Scarsdale,NY,1,499.99,0.10,499.99,49.9990,449.9910
176,2,2016-04-15,2016-04-16,2016-04-17,1,15,"Electra Moto 1 - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",643,"Melba Wilkinson","Floral Park",NY,2,529.99,0.05,1059.98,52.9990,1006.9810
178,1,2016-04-16,2016-04-17,2016-04-18,1,14,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",756,"Graig Roth","West Babylon",NY,1,269.99,0.07,269.99,18.8993,251.0907
179,2,2016-04-17,2016-04-19,2016-04-19,0,8,"Trek Remedy 29 Carbon Frameset - 2016","Mountain Bikes",Trek,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",616,"Shery Acosta","Saratoga Springs",NY,2,1799.99,0.10,3599.98,359.9980,3239.9820
180,3,2016-04-17,2016-04-20,2016-04-19,-1,22,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",918,"Kristel Bullock",Smithtown,NY,2,269.99,0.10,539.98,53.9980,485.9820
182,2,2016-04-18,2016-04-19,2016-04-20,1,19,"Pure Cycles William 3-Speed - 2016","Cruisers Bicycles","Pure Cycles",2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",854,"Phylis Adkins","New York",NY,2,449.00,0.05,898.00,44.9000,853.1000
183,3,2016-04-19,2016-04-20,2016-04-20,0,3,"Surly Wednesday Frameset - 2016","Mountain Bikes",Surly,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",22,"Adelle Larsen","East Northport",NY,1,999.99,0.10,999.99,99.9990,899.9910
184,1,2016-04-19,2016-04-21,2016-04-22,1,25,"Electra Townie Original 7D - 2015/2016","Comfort Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",134,"Brianna Moss",Hempstead,NY,2,499.99,0.10,999.98,99.9980,899.9820
186,3,2016-04-21,2016-04-22,2016-04-24,2,23,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",1127,"Waldo Hart",Queensbury,NY,2,299.99,0.20,599.98,119.9960,479.9840
187,4,2016-04-22,2016-04-23,2016-04-24,1,24,"Electra Townie Original 21D - 2016","Comfort Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",183,"Jeniffer Ratliff","Floral Park",NY,2,549.99,0.10,1099.98,109.9980,989.9820
188,1,2016-04-22,2016-04-23,2016-04-25,2,12,"Electra Townie Original 21D - 2016","Cruisers Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",390,"Lorrie Pollard",Ronkonkoma,NY,1,549.99,0.10,549.99,54.9990,494.9910
190,2,2016-04-23,2016-04-25,2016-04-25,0,23,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,6,"Marcelene Boyer",98,"Violet Valenzuela",Plattsburgh,NY,1,299.99,0.07,299.99,20.9993,278.9907
192,1,2016-04-27,2016-04-28,2016-04-29,1,23,"Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",728,"Viva Dawson","Orchard Park",NY,2,299.99,0.20,599.98,119.9960,479.9840
194,3,2016-04-28,2016-04-30,2016-05-01,1,21,"Electra Cruiser 1 (24-Inch) - 2016","Children Bicycles",Electra,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",558,"Carroll Kelly",Monroe,NY,1,269.99,0.20,269.99,53.9980,215.9920
195,4,2016-04-28,2016-05-01,2016-05-01,0,5,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,2016,2,"Baldwin Bikes",Baldwin,NY,7,"Venita Daniel",727,"Kasha Sullivan",Scarsdale,NY,2,1320.99,0.10,2641.98,264.1980,2377.7820
